ds,y
2023-04-16,1040.4050856814538
2023-04-17,1188.618590121053
2023-04-18,1017.4577812831839
2023-04-19,1025.7550390722765
2023-04-20,992.5554084233833
2023-04-21,808.1228784700959
2023-04-22,997.3486124550783
2023-04-23,1006.0230209941027
2023-04-24,1246.3242112485286
2023-04-25,980.7639035218878
2023-04-26,1030.1547342333613
2023-04-27,996.5288230294757
2023-04-28,883.1321962380468
2023-04-29,1114.282281451502
2023-04-30,1075.1933032686775
2023-05-01,1079.1031947043048
2023-05-02,909.0612545205261
2023-05-03,1140.27943109361
2023-05-04,859.8148937207719
2023-05-05,1058.685709380027
2023-05-06,1219.0455625809977
2023-05-07,900.9463674869312
2023-05-08,943.3702270397227
2023-05-09,1009.9651365087641
2023-05-10,949.6524345883801
2023-05-11,844.9336568933868
2023-05-12,1006.8562974806027
2023-05-13,893.7696286273895
2023-05-14,1047.359243063518
2023-05-15,908.0575765766197
2023-05-16,1154.9934405017539
2023-05-17,921.6746707663763
2023-05-18,967.7938483794325
2023-05-19,1081.351721736967
2023-05-20,876.9135683566045
2023-05-21,1022.7459934604129
2023-05-22,1130.714275428243
2023-05-23,839.2516765438772
2023-05-24,1018.4633858532304
2023-05-25,1025.9882794248424
2023-05-26,1078.182287177731
2023-05-27,876.3049289121918
2023-05-28,867.9543386915724
2023-05-29,1052.1941565616899
2023-05-30,1029.6984673233187
2023-05-31,1025.0492850345877
2023-06-01,1034.6448209496975
2023-06-02,931.9975278421509
2023-06-03,1023.2253697161003
2023-06-04,1029.3072473298682
2023-06-05,928.5648581973633
2023-06-06,1186.5774511144757
2023-06-07,1047.3832920911786
2023-06-08,880.8696502797352
2023-06-09,1065.655360863383
2023-06-10,902.5318329772679
2023-06-11,1078.7084603742453
2023-06-12,1115.8595579007404
2023-06-13,917.931768164829
2023-06-14,1096.3376129244323
2023-06-15,1041.2780926936498
2023-06-16,1082.206015999449
2023-06-17,1189.6792982653947
2023-06-18,975.4611883997129
2023-06-19,924.626383564251
2023-06-20,911.0485570374476
2023-06-21,918.4189715034562
2023-06-22,992.2898290585896
2023-06-23,1034.1151974816644
2023-06-24,1027.669079933002
2023-06-25,1082.7183249036025
2023-06-26,1001.3001891877907
2023-06-27,1145.3534077157317
2023-06-28,973.5343166762044
2023-06-29,1272.016916658962
2023-06-30,1062.5667347765007
2023-07-01,914.2842443583718
2023-07-02,892.9107501938888
2023-07-03,1048.2472415243185
2023-07-04,977.6537214674149
2023-07-05,1071.4000494092093
2023-07-06,1047.3237624573544
2023-07-07,992.7171087343128
2023-07-08,915.3206281931596
2023-07-09,848.5152775314135
2023-07-10,955.3485047932979
2023-07-11,1085.6398794323472
2023-07-12,1021.4093744130204
2023-07-13,875.4261221288012
2023-07-14,1017.3180925851182
2023-07-15,1038.5317379728838
2023-07-16,911.6142563798867
2023-07-17,1015.3725105945528
2023-07-18,1005.8208718446
2023-07-19,885.7029702169377
2023-07-20,1035.7787360348284
2023-07-21,1056.0784526368234
2023-07-22,1108.3051243175278
2023-07-23,1105.3802052034903
2023-07-24,862.2330632042908
2023-07-25,906.2174960084877
2023-07-26,1051.503526720866
2023-07-27,1051.3785950912209
2023-07-28,1051.5047686306048
2023-07-29,1385.2731490654721
2023-07-30,1057.0890510693166
2023-07-31,1113.5565640180598
2023-08-01,1095.4001763493202
2023-08-02,1065.1391251305797
2023-08-03,968.4730755359654
2023-08-04,1075.8969220493268
2023-08-05,922.7174785462428
2023-08-06,976.3181393259991
2023-08-07,951.4636452170896
2023-08-08,1008.1874139386323
2023-08-09,1231.4658566673509
2023-08-10,813.2734807408252
2023-08-11,1068.6260190374514
2023-08-12,838.7284128810348
2023-08-13,952.8068134210566
2023-08-14,1108.8950596967366
2023-08-15,1006.4280019095463
2023-08-16,892.2255222070694
2023-08-17,928.4696290740031
2023-08-18,1067.9597748934675
2023-08-19,926.9633368282863
2023-08-20,1021.6458589581974
2023-08-21,1004.5571839903814
2023-08-22,934.8399652394182
2023-08-23,1214.3944089325325
2023-08-24,1063.3919022318012
2023-08-25,797.4857413342393
2023-08-26,1018.6454314769428
2023-08-27,933.8213535231612
2023-08-28,1085.2433334796224
2023-08-29,920.7479261567299
2023-08-30,988.5263558533101
2023-08-31,1050.4987278980457
2023-09-01,1086.5755194170122
2023-09-02,879.9703592944223
2023-09-03,966.5498764159051
2023-09-04,952.5054688839044
2023-09-05,934.6670767426288
2023-09-06,1176.5454240281097
2023-09-07,1040.4981710960956
2023-09-08,873.9116045664955
2023-09-09,1091.7861947054776
2023-09-10,1212.2156197012632
2023-09-11,1103.2465260551146
2023-09-12,848.0630034045987
2023-09-13,951.5765927133749
2023-09-14,1126.6911149186624
2023-09-15,929.2330534381219
2023-09-16,1044.3819428146228
2023-09-17,1077.4634053429336
2023-09-18,907.3069528421917
2023-09-19,994.04746439382
2023-09-20,675.8732659930927
2023-09-21,897.561235866571
2023-09-22,974.743184860684
2023-09-23,875.221681803515
2023-09-24,1163.2411303931635
2023-09-25,856.9858622039367
2023-09-26,955.9955513303016
2023-09-27,1013.0740577286091
2023-09-28,1144.1273289066116
2023-09-29,856.413784882056
2023-09-30,1116.316375215496
2023-10-01,1001.0233061019587
2023-10-02,901.8491348952049
2023-10-03,1046.2103474263272
2023-10-04,1019.905969557347
2023-10-05,939.9783122841205
2023-10-06,1006.980208499002
2023-10-07,961.4686403138239
2023-10-08,1011.3517345251248
2023-10-09,1066.2130674521047
2023-10-10,1158.6016816145352
2023-10-11,876.2184501173151
2023-10-12,1213.3033374656266
2023-10-13,804.7912200477498
2023-10-14,984.8214904964417
2023-10-15,1058.8317206484576
2023-10-16,1028.0991867735033
2023-10-17,937.7300480179406
2023-10-18,979.1877749642724
2023-10-19,950.6999065341167
2023-10-20,941.0635243055789
2023-10-21,1084.9602097021025
2023-10-22,1035.7015485965048
2023-10-23,930.7090404739346
2023-10-24,1089.959987543325
2023-10-25,1030.7299520876609
2023-10-26,1081.286211883896
2023-10-27,1062.9628841923611
2023-10-28,917.1004989077928
2023-10-29,943.9818959803031
2023-10-30,1074.7293605123261
2023-10-31,1061.0370265433464
2023-11-01,997.9098406035852
2023-11-02,1011.7327383308782
2023-11-03,1127.7664895788425
2023-11-04,940.842861116417
2023-11-05,1054.7097381170038
2023-11-06,979.7807347566106
2023-11-07,978.231879677278
2023-11-08,1109.877685198719
2023-11-09,1082.541634898803
2023-11-10,1081.3509636000638
2023-11-11,1130.547880715433
2023-11-12,1002.1003841632759
2023-11-13,1068.1952971294963
2023-11-14,968.9733243406544
2023-11-15,1032.4166352488442
2023-11-16,986.9856945632315
2023-11-17,1009.6995964992718
2023-11-18,1059.5157025436913
2023-11-19,918.1779316766527
2023-11-20,1209.238727568546
2023-11-21,899.3982618500298
2023-11-22,878.5811387212268
2023-11-23,1115.8110873500068
2023-11-24,1079.1662693962935
2023-11-25,1062.4119817052156
2023-11-26,1062.834550926428
2023-11-27,998.7753227153086
2023-11-28,910.2745628514168
2023-11-29,1007.5804558193727
2023-11-30,932.2838288487889
2023-12-01,1097.511973341775
2023-12-02,985.2942618497862
2023-12-03,917.4502803207488
2023-12-04,967.8614158347007
2023-12-05,1041.2931454275624
2023-12-06,943.6275447196025
2023-12-07,917.7779604433568
2023-12-08,1024.3687211491913
2023-12-09,1024.4966571108723
2023-12-10,949.305682462887
2023-12-11,952.8961694381677
2023-12-12,1023.2049937357637
2023-12-13,855.1915658502676
2023-12-14,859.2536225623445
2023-12-15,928.1555778747564
2023-12-16,978.6552848288153
2023-12-17,1031.0907565598004
2023-12-18,1147.5356216949551
2023-12-19,1085.7659623202019
2023-12-20,984.0061470036572
2023-12-21,998.0983792097311
2023-12-22,899.7470635362191
2023-12-23,998.148686400761
2023-12-24,971.1341361079861
2023-12-25,1032.271856033809
2023-12-26,917.2769056447677
2023-12-27,1051.9346514241172
2023-12-28,1153.2738913002577
2023-12-29,989.1239851543143
2023-12-30,1040.1711722098942
2023-12-31,1069.0143991711113
2024-01-01,959.8779528114163
2024-01-02,1022.4092481810417
2024-01-03,1001.2592400781795
2024-01-04,1009.7676098548832
2024-01-05,922.6990216144534
2024-01-06,1002.4510174258943
2024-01-07,1049.7998291245449
2024-01-08,1145.1143607795043
2024-01-09,1095.9270826085208
2024-01-10,1215.3182457511557
2024-01-11,923.265243711195
2024-01-12,1087.2320636720679
2024-01-13,1018.3342005738352
2024-01-14,1218.9802933217672
2024-01-15,919.1701714644848
2024-01-16,916.0278157819224
2024-01-17,940.0607354555978
2024-01-18,787.6104275690193
2024-01-19,947.4244978319239
2024-01-20,924.0867338446302
2024-01-21,1015.0393786476208
2024-01-22,1034.175597577716
2024-01-23,1187.6170839215886
2024-01-24,1095.042383818605
2024-01-25,942.3096344337597
2024-01-26,910.1585328651643
2024-01-27,1049.1919171506506
2024-01-28,867.9766792979358
2024-01-29,1183.1458765854354
2024-01-30,1117.9440120721288
2024-01-31,953.0824347895295
2024-02-01,828.6865470909122
2024-02-02,1135.3872374165412
2024-02-03,988.5460154747382
2024-02-04,1123.781631197346
2024-02-05,840.5572341205633
2024-02-06,940.0624977046227
2024-02-07,1000.5243699718183
2024-02-08,1004.6980593764742
2024-02-09,954.9934528520756
2024-02-10,1062.28499323475
2024-02-11,893.2379570617405
2024-02-12,985.7620514978706
2024-02-13,1012.0295631711899
2024-02-14,1051.4438834058749
2024-02-15,1071.161487808889
2024-02-16,887.5357908162131
2024-02-17,846.5885829264378
2024-02-18,1127.7676821898508
2024-02-19,1033.2314011979593
2024-02-20,925.1513463443446
2024-02-21,1155.1151975522523
2024-02-22,1011.5674634292859
2024-02-23,1117.9297184063826
2024-02-24,1006.7518481410109
2024-02-25,1206.0747924881987
2024-02-26,1175.5340842443204
2024-02-27,975.1035851520926
2024-02-28,1097.1570950954356
2024-02-29,1064.5375949585148
2024-03-01,1136.8631557532349
2024-03-02,903.5076539419896
2024-03-03,1068.605145999844
2024-03-04,1105.8424486849588
2024-03-05,824.1260513576885
2024-03-06,881.6741487334225
2024-03-07,796.07678222399
2024-03-08,973.0593165555442
2024-03-09,1071.7542255795963
2024-03-10,1150.2357052096029
2024-03-11,1007.4094780419775
2024-03-12,1162.8615545571292
2024-03-13,861.9898541785109
2024-03-14,829.6617560644845
2024-03-15,994.4452301103381
2024-03-16,1038.4065448939307
2024-03-17,996.7305251905907
2024-03-18,793.2557899960124
2024-03-19,991.0879960487212
2024-03-20,869.5530499495146
2024-03-21,1066.9672548830038
2024-03-22,1036.6598246096848
2024-03-23,906.0120213672644
2024-03-24,948.6133082663307
2024-03-25,894.0786478111048
2024-03-26,993.7320902726829
2024-03-27,1095.5142320501238
2024-03-28,901.4273953664456
2024-03-29,1050.4046515517844
2024-03-30,946.9742381627559
2024-03-31,920.7127167737656
2024-04-01,989.2969640045442
2024-04-02,896.4757677580626
2024-04-03,944.6350694652818
2024-04-04,880.2122107411152
2024-04-05,1196.472513291639
2024-04-06,1003.5263551971728
2024-04-07,930.0274492007414
2024-04-08,1021.3979910734222
2024-04-09,988.767195030917
2024-04-10,977.9030400466777
2024-04-11,1061.4166700043424
2024-04-12,1075.7507710047305
2024-04-13,946.9498852389472
2024-04-14,942.418175935532
2024-04-15,972.4948302848356
2024-04-16,769.8078835264415
2024-04-17,848.4808937801448
2024-04-18,1136.6874267444525
2024-04-19,1164.4967713501283
2024-04-20,975.0963960443622
2024-04-21,1057.6556963055766
2024-04-22,1031.1250154543536
2024-04-23,1307.8880808455237
2024-04-24,1111.9574911434577
2024-04-25,987.2082408519234
2024-04-26,904.4459559399575
2024-04-27,839.3553679742428
2024-04-28,1020.3463635867223
2024-04-29,924.3649254715697
2024-04-30,857.7746290402326
2024-05-01,935.3427115757473
2024-05-02,891.8451996385605
2024-05-03,1168.7141635072564
2024-05-04,1088.163975694945
2024-05-05,999.2027358683382
2024-05-06,1147.9944138890025
2024-05-07,1007.7368307647619
2024-05-08,913.8715798671736
2024-05-09,1152.3124077269658
2024-05-10,1053.891004368466
2024-05-11,896.2753845673544
2024-05-12,980.9661321916392
2024-05-13,912.4381746615243
2024-05-14,861.7200269035663
2024-05-15,1092.617754753164
2024-05-16,1190.941664047013
2024-05-17,860.1432426180859
2024-05-18,1056.2969236690572
2024-05-19,934.9357430878173
2024-05-20,951.2874616235304
2024-05-21,940.7606075761131
2024-05-22,913.6009230320184
2024-05-23,1004.8521627944828
2024-05-24,916.9049883588962
2024-05-25,1027.0456825779838
2024-05-26,994.9761890550863
2024-05-27,976.105195313359
2024-05-28,909.2436337958402
2024-05-29,942.3228669431667
2024-05-30,1075.5391225825756
2024-05-31,1050.0917187624382
2024-06-01,902.2444755201449
2024-06-02,1009.9332305429226
2024-06-03,1075.138712337179
2024-06-04,833.0594718878629
2024-06-05,1054.3360192379935
2024-06-06,933.7376241054153
2024-06-07,1057.059866859316
2024-06-08,923.6740843457483
2024-06-09,819.5117899335481
2024-06-10,837.2457562116838
2024-06-11,1004.8084946661382
2024-06-12,1025.9722501721483
2024-06-13,909.5683374895591
2024-06-14,1063.8592458777373
2024-06-15,833.847993773104
2024-06-16,993.3920201352684
2024-06-17,878.8983800237543
2024-06-18,934.8163892197841
2024-06-19,1004.7398671316414
2024-06-20,913.9586634716047
2024-06-21,961.5444455770174
2024-06-22,1100.629280921444
2024-06-23,942.3108130476851
2024-06-24,1083.5692112065142
2024-06-25,887.0293145342382
2024-06-26,1052.9804177915282
2024-06-27,1144.15686206579
2024-06-28,752.8355499872711
2024-06-29,920.3104744529523
2024-06-30,1057.707212718054
2024-07-01,979.6954613957007
2024-07-02,1037.1145873371308
2024-07-03,939.6014813284179
2024-07-04,1008.65897874729
2024-07-05,984.4322764607921
2024-07-06,1116.7782061659807
2024-07-07,1025.4420843301214
2024-07-08,1033.7602662075203
2024-07-09,958.8123033877532
2024-07-10,951.2393775927507
2024-07-11,956.744181218038
2024-07-12,1039.4452142378298
2024-07-13,957.9015519179737
2024-07-14,1028.9774856896413
2024-07-15,1207.540079864544
2024-07-16,1087.1124703431692
2024-07-17,967.3976467832159
2024-07-18,1120.1213922163945
2024-07-19,959.1924626978448
2024-07-20,796.1875464822147
2024-07-21,899.1913689082596
2024-07-22,812.9208078974144
2024-07-23,964.8486515958691
2024-07-24,1001.8418379189552
2024-07-25,1167.6437312275282
2024-07-26,1032.6927373764163
2024-07-27,978.0899471191136
2024-07-28,1082.940558118349
2024-07-29,778.8864690992115
2024-07-30,1023.5614558108566
2024-07-31,1077.0865193886966
2024-08-01,852.1413754220158
2024-08-02,1114.375404320693
2024-08-03,1033.8496407494415
2024-08-04,958.4712086099198
2024-08-05,1063.2781866106284
2024-08-06,1227.0692857804397
2024-08-07,1018.1866255058495
2024-08-08,1024.8220586300336
2024-08-09,954.0639100459756
2024-08-10,915.0155630535209
2024-08-11,1083.0335816544246
2024-08-12,914.3916174091132
2024-08-13,1007.1566237219392
2024-08-14,952.2342553234884
2024-08-15,1047.8979825746392
2024-08-16,1033.3662105286949
2024-08-17,1103.7539944257899
2024-08-18,948.9983601145253
2024-08-19,973.0125064706629
2024-08-20,902.1236284217692
2024-08-21,955.5706739923888
2024-08-22,1037.7300493044852
2024-08-23,1075.6988616645351
2024-08-24,907.7834675822374
2024-08-25,1086.960592010566
2024-08-26,1135.563785880495
2024-08-27,1041.3434903223701
2024-08-28,1187.6795812558066
2024-08-29,922.6210800896426
2024-08-30,875.5345296688583
2024-08-31,822.1279751095722
2024-09-01,1149.6044311489184
2024-09-02,1065.4365656354057
2024-09-03,994.4415329089545
2024-09-04,1027.9968626319821
2024-09-05,887.4510952701623
2024-09-06,1244.5751979616825
2024-09-07,1012.9221181975228
2024-09-08,1010.9394794604893
2024-09-09,1072.5766623898692
2024-09-10,1048.1009231736714
2024-09-11,1022.3884024279131
2024-09-12,920.9525544554688
2024-09-13,1047.1468357135996
2024-09-14,1188.2024496475033
2024-09-15,1134.5420046154977
2024-09-16,1159.3186626639397
2024-09-17,948.8784323568815
2024-09-18,901.039517974142
2024-09-19,987.4213079900352
2024-09-20,1005.5724912288695
2024-09-21,1109.4191518470948
2024-09-22,830.753537028518
2024-09-23,1152.9550319460614
2024-09-24,984.199210142101
2024-09-25,957.311893005258
2024-09-26,898.7895624739832
2024-09-27,834.514332813423
2024-09-28,1082.3170583961914
2024-09-29,1007.3317967188403
2024-09-30,871.0039100258946
2024-10-01,870.4921227936384
2024-10-02,966.4215300709872
2024-10-03,1166.9021525289393
2024-10-04,974.0408648636395
2024-10-05,849.6857046881894
2024-10-06,975.4256935914055
2024-10-07,972.727643025233
2024-10-08,730.3113357058428
2024-10-09,994.5705133482188
2024-10-10,976.9065469791323
2024-10-11,1069.6206364813418
2024-10-12,1184.8956094945345
2024-10-13,1112.6565029547758
2024-10-14,973.111130944517
2024-10-15,889.347409125833
2024-10-16,1257.335980324986
2024-10-17,1005.9218434014489
2024-10-18,1001.3929291912946
2024-10-19,997.5874912889997
2024-10-20,1019.8084760767855
2024-10-21,985.5639588076058
2024-10-22,942.6337993119764
2024-10-23,945.3141058759608
2024-10-24,996.7246729784001
2024-10-25,945.6575228866235
2024-10-26,928.7154217322835
2024-10-27,1010.6430227691897
2024-10-28,974.5022782579144
2024-10-29,1150.3992988582688
2024-10-30,734.9030191606988
2024-10-31,1109.150685192246
2024-11-01,1124.6085192497628
2024-11-02,792.660976759185
2024-11-03,965.7312405919652
2024-11-04,962.8559134004208
2024-11-05,859.2488305282179
2024-11-06,922.2183312409124
2024-11-07,888.9424154534171
2024-11-08,1175.2270443423622
2024-11-09,1093.5678393147462
2024-11-10,1127.155509499416
2024-11-11,1072.1672064043235
2024-11-12,887.0948228782771
2024-11-13,947.5479733720226
2024-11-14,1048.937456122792
2024-11-15,877.7872191108055
2024-11-16,1071.2998430172388
2024-11-17,975.9674601841865
2024-11-18,962.5179192450403
2024-11-19,1071.0959968203492
2024-11-20,1044.426331148604
2024-11-21,963.9033834180921
2024-11-22,1115.9329803364249
2024-11-23,891.8936672400102
2024-11-24,1061.5935606944263
2024-11-25,1059.3101257968383
2024-11-26,969.045356068601
2024-11-27,1032.6133022242118
2024-11-28,874.8886423614697
2024-11-29,1092.40270192069
2024-11-30,981.5097863557011
2024-12-01,947.7276979480961
2024-12-02,1104.900922583689
2024-12-03,929.565630945724
2024-12-04,859.153870363644
2024-12-05,844.3370826476096
2024-12-06,1060.600995134564
2024-12-07,871.9570647503717
2024-12-08,1175.4794181984364
2024-12-09,791.8070592116278
2024-12-10,1169.6456368290037
2024-12-11,1021.1017467202619
2024-12-12,990.3286888129608
2024-12-13,945.508091319105
2024-12-14,1039.913611435207
2024-12-15,996.2365297575152
2024-12-16,1110.3301882016522
2024-12-17,1011.4227648662039
2024-12-18,1015.0301761461877
2024-12-19,963.6387787786144
2024-12-20,994.3054376278933
2024-12-21,1030.780176889206
2024-12-22,828.9831607343374
2024-12-23,865.1814577894287
2024-12-24,1074.3264094022716
2024-12-25,1017.0865438127942
2024-12-26,981.6016663647321
2024-12-27,1001.8433933065393
2024-12-28,1034.7581705361672
2024-12-29,946.0240319690638
2024-12-30,922.1695274597687
2024-12-31,1019.5845255097681
2025-01-01,902.1627222384968
2025-01-02,1040.8252755714473
2025-01-03,829.7416395762159
2025-01-04,1102.9155637325644
2025-01-05,1047.2597482413044
2025-01-06,1025.6029734313875
2025-01-07,1098.2690983945513
2025-01-08,1166.5474444462577
2025-01-09,1101.4370065018131
2025-01-10,815.9125768668355
2025-01-11,872.0423033264299
2025-01-12,937.5181422304321
2025-01-13,1002.6091050210833
2025-01-14,1051.7659020469123
2025-01-15,927.4256186846535
2025-01-16,1018.6766764477078
2025-01-17,924.4617067646677
2025-01-18,938.8482197008052
2025-01-19,859.3338903151778
2025-01-20,907.6766753889095
2025-01-21,864.8315394383667
2025-01-22,902.4126747022667
2025-01-23,1105.364179660784
2025-01-24,905.0601111168057
2025-01-25,1263.238206483739
2025-01-26,1049.3317900880888
2025-01-27,1018.4836123694874
2025-01-28,914.1642219818787
2025-01-29,1070.0309879408992
2025-01-30,942.4362173762227
2025-01-31,1012.2009814645362
2025-02-01,1256.0084538268795
2025-02-02,990.394010027535
2025-02-03,1114.9273326285677
2025-02-04,929.6823574874113
2025-02-05,996.5011509503038
2025-02-06,1177.080063563551
2025-02-07,937.3032942212233
2025-02-08,1181.244855799693
2025-02-09,1070.7751935455476
2025-02-10,943.7533224105732
2025-02-11,1063.240773905552
2025-02-12,1097.255444962673
2025-02-13,1062.1809962217196
2025-02-14,842.9775280109543
2025-02-15,927.2862824175131
2025-02-16,975.2481364448495
2025-02-17,992.5566570899954
2025-02-18,1062.0672097550678
2025-02-19,1017.7701000933254
2025-02-20,866.4655641289899
2025-02-21,1038.0197851005964
2025-02-22,1061.0585745283822
2025-02-23,1055.979044793104
2025-02-24,1108.078072555462
2025-02-25,1083.3922154548904
2025-02-26,1045.9180079228436
2025-02-27,992.9834288541354
2025-02-28,833.9039066484008
2025-03-01,1042.9618219132585
2025-03-02,1020.7687687163111
2025-03-03,1027.1578837195373
2025-03-04,872.3251424179691
2025-03-05,891.8943459591737
2025-03-06,1105.3152853332904
2025-03-07,996.0444846143345
2025-03-08,1068.1500697372624
2025-03-09,1002.8318376130461
2025-03-10,1002.9756139495745
2025-03-11,1093.8283805975998
2025-03-12,948.3955271782626
2025-03-13,1009.6120776940984
2025-03-14,953.7724711294958
2025-03-15,956.5503772567685
2025-03-16,969.082787653136
2025-03-17,1022.2133771633713
2025-03-18,952.1251378336523
2025-03-19,1125.575612557352
2025-03-20,910.5392697780496
2025-03-21,981.3128355838641
2025-03-22,956.0268941725825
2025-03-23,1144.6977884353732
2025-03-24,1019.6554776511574
2025-03-25,1103.1844539468634
2025-03-26,851.4439626963028
2025-03-27,1026.705026586926
2025-03-28,1088.9630795623436
2025-03-29,1008.2283989275425
2025-03-30,1106.5480375065351
2025-03-31,948.2711549899627
2025-04-01,1140.934744018558
2025-04-02,1229.8898123619251
2025-04-03,963.7161439560341
2025-04-04,955.4497478599228
2025-04-05,1145.3384477117702
2025-04-06,1157.9572145730713
2025-04-07,947.7139972846732
2025-04-08,957.9813182904143
2025-04-09,971.8215391139493
2025-04-10,865.5549488965723
2025-04-11,908.1348053515802
2025-04-12,899.5859233247932
2025-04-13,923.2202434895871
2025-04-14,996.5315112613218
2025-04-15,1023.421473253652
2025-04-16,1155.0500492814076
2025-04-17,900.1645959261209
2025-04-18,1098.4322398476584
2025-04-19,978.6011155774491
2025-04-20,995.0536290347567
2025-04-21,1067.4819492166603
2025-04-22,887.7277978437701
2025-04-23,1038.240974618405
2025-04-24,1016.6452208213057
2025-04-25,1049.245126400815
2025-04-26,1028.9168643907817
2025-04-27,1245.5300139910894
2025-04-28,936.2260015748684
2025-04-29,946.9003044998183
2025-04-30,937.6859473575236
2025-05-01,944.4522880839745
2025-05-02,936.2612872693483
2025-05-03,1118.9016531107552
2025-05-04,1142.0504247989854
2025-05-05,942.9253706250523
2025-05-06,916.7644426895771
2025-05-07,1047.1415556386405
2025-05-08,944.7776955719029
2025-05-09,1063.2931817755511
2025-05-10,1020.29230208513
2025-05-11,848.4255885002768
2025-05-12,1154.7505201330061
2025-05-13,1179.5877673095522
2025-05-14,938.7211309515613
2025-05-15,961.2298440064015
2025-05-16,1028.5865390724905
2025-05-17,1033.4456789987025
2025-05-18,1065.854427267283
2025-05-19,1201.020453876635
2025-05-20,982.305277250595
2025-05-21,920.1702755461546
2025-05-22,862.0680771985473
2025-05-23,926.9069960058081
2025-05-24,996.6873027126203
2025-05-25,1179.4557863517787
2025-05-26,948.2388700963828
2025-05-27,1022.3787951638899
2025-05-28,998.3577103927248
2025-05-29,1118.8393273448085
2025-05-30,1252.6932425873622
2025-05-31,946.9131227079679
2025-06-01,951.0560557481778
2025-06-02,1104.416087706907
2025-06-03,1068.1891489626312
2025-06-04,1184.6707325736033
2025-06-05,1058.3928185325965
2025-06-06,964.070790921294
2025-06-07,1059.0654830692308
2025-06-08,1110.8703580582908
2025-06-09,1082.0482181197365
2025-06-10,1050.7274031107297
2025-06-11,1106.6674689589154
2025-06-12,1116.9295590445672
2025-06-13,1138.2158991037527
2025-06-14,1064.8709887589644
2025-06-15,983.2881919683145
2025-06-16,1014.6713686433322
2025-06-17,1120.6508966508356
2025-06-18,918.3064329012764
2025-06-19,1036.86733088729
2025-06-20,960.6661187672639
2025-06-21,1002.8744822934817
2025-06-22,1127.8451862607299
2025-06-23,1019.1099068019903
2025-06-24,1004.6436548156149
2025-06-25,864.0143859020081
2025-06-26,1074.6253566027221
2025-06-27,1064.5484181141076
2025-06-28,1216.325472330546
